bmi,height,weight
19.8,171.9,58.6
26.0,178.8,83.3
20.1,171.6,59.3
19.4,174.7,59.4
28.8,173.1,86.4
28.8,166.1,79.6
18.8,177.6,59.4
22.8,171.6,67.4
27.8,167.5,78.0
29.1,178.1,92.6
30.5,177.6,96.5
17.7,174.9,54.4
25.2,174.1,76.5
21.5,173.4,64.8
21.7,173.5,65.6
16.9,176.8,53.1
26.1,175.5,80.5
22.5,172.0,66.7
25.5,184.8,87.2
21.4,175.5,66.1
29.4,168.8,83.9
21.1,173.4,63.7
22.1,168.9,63.2
22.1,180.4,72.1
25.3,169.8,73.0
16.2,176.9,51.0
18.2,166.6,50.6
23.9,157.7,59.5
18.3,176.5,57.2
18.7,182.8,62.6
22.8,177.2,71.8
22.3,166.2,61.7
23.4,177.5,73.8
23.0,175.6,71.1
34.9,182.0,115.9
21.8,171.4,64.1
22.4,167.3,62.7
26.1,170.8,76.2
21.1,166.6,58.8
26.4,176.9,82.7
22.6,173.0,67.7
17.1,180.4,55.8
18.7,168.5,53.2
31.2,178.9,99.9
25.5,181.2,83.8
20.3,183.3,68.4
17.8,168.4,50.7
25.9,169.3,74.5
30.1,174.1,91.5
24.3,171.9,71.9
22.9,177.9,72.7
24.8,177.0,77.7
25.9,175.1,79.5
18.1,177.2,57.0
23.1,171.8,68.3
25.1,178.3,79.8
28.1,166.3,77.8
24.3,181.3,79.9
17.1,172.9,51.3
17.6,166.4,48.9
28.5,168.4,81.1
21.1,167.5,59.3
29.1,178.2,92.7
23.6,178.8,75.7
25.1,169.0,71.9
24.6,170.1,71.2
29.4,175.0,90.3
15.6,176.5,48.9
27.3,171.2,80.2
23.7,178.1,75.2
20.1,181.0,65.9
20.2,175.4,62.4
20.8,178.4,66.2
20.6,172.6,61.6
22.0,180.8,72.0
24.2,173.6,73.1
18.4,170.6,53.6
26.4,178.5,84.2
25.3,185.2,87.1
27.9,163.6,74.7
22.5,176.8,70.5
18.6,172.3,55.3
23.9,188.1,84.8
22.7,172.2,67.4
19.0,174.3,57.9
20.1,183.4,67.9
20.5,166.7,57.2
26.2,172.2,77.7
20.1,161.7,52.6
31.0,172.6,92.4
27.4,180.5,89.4
24.4,175.4,75.2
25.9,168.1,73.4
21.1,182.5,70.5
22.9,174.0,69.4
24.5,182.0,81.3
22.3,175.7,69.1
20.6,177.4,65.0
27.0,185.7,93.4
22.6,174.6,69.1
21.2,179.4,68.4
22.5,185.1,77.4
24.3,178.0,77.0
19.7,177.6,62.4
23.5,170.2,68.1
21.0,174.1,63.9
19.5,167.3,54.8
18.6,177.5,58.9
27.0,173.0,81.1
27.8,166.8,77.5
26.7,167.9,75.4
29.2,177.3,91.9
26.3,170.3,76.3
21.9,171.6,64.6
19.0,167.2,53.3
22.4,176.0,69.6
25.5,171.8,75.5
21.0,176.9,65.8
32.1,184.4,109.3
39.7,187.4,139.5
18.3,176.0,56.8
25.7,176.8,80.5
19.6,171.8,58.1
19.0,173.1,57.0
21.2,174.9,65.1
20.4,173.5,61.5
24.1,187.4,84.7
22.9,172.2,68.2
24.5,179.3,78.8
19.9,174.1,60.4
27.6,162.4,73.0
19.4,181.2,63.8
17.3,175.1,53.1
22.0,185.6,76.0
18.8,173.0,56.4
20.1,178.8,64.3
25.1,176.5,78.4
16.5,174.9,50.5
18.7,177.2,58.9
28.0,175.4,86.4
26.6,173.5,80.1
22.1,173.7,66.8
17.6,158.0,44.0
28.4,167.4,79.7
24.6,172.0,72.9
24.8,166.5,68.8
20.1,180.2,65.4
19.9,182.9,66.8
28.7,185.4,98.8
15.5,176.3,48.4
20.6,168.2,58.5
33.1,163.8,88.9
20.4,178.7,65.2
26.5,179.3,85.3
22.5,176.4,70.2
20.0,177.0,62.7
18.0,185.9,62.3
15.5,161.9,40.7
20.1,175.9,62.5
27.0,183.6,91.3
17.8,174.0,53.9
20.3,168.0,57.5
29.2,173.5,88.1
25.0,172.2,74.4
22.8,172.5,68.0
18.1,164.8,49.3
19.0,177.0,59.8
28.3,169.8,81.7
23.2,169.5,66.7
19.7,184.8,67.3
20.9,169.0,59.8
18.5,181.6,61.1
23.2,177.6,73.3
19.0,162.8,50.4
20.1,163.6,54.0
21.3,172.0,63.2
22.2,170.4,64.7
18.0,174.4,55.0
30.1,185.9,104.2
23.2,170.4,67.6
19.0,175.1,58.5
23.2,177.5,73.1
38.2,178.9,122.4
22.3,171.6,65.9
25.6,176.0,79.6
18.8,171.8,55.5
27.4,168.6,77.9
20.2,171.9,59.8
19.5,155.3,47.1
23.9,174.3,72.9
30.0,179.3,96.6
28.3,169.3,81.4
28.3,179.8,91.6
20.0,181.3,66.0
22.0,170.9,64.4
33.3,177.1,104.7
23.3,173.7,70.5
20.9,170.2,60.7
20.7,172.3,61.5
20.4,179.9,66.3
27.1,172.7,81.1
22.8,174.3,69.3
24.5,170.9,71.7
21.0,175.0,64.4
18.6,169.4,53.6
21.8,166.1,60.3
23.1,168.7,65.8
23.3,182.2,77.4
31.3,173.8,94.8
23.0,173.4,69.2
24.7,181.8,81.9
22.3,167.0,62.3
24.9,175.7,76.9
26.8,174.6,82.0
22.4,175.5,69.1
24.7,168.9,70.5
20.4,175.5,63.0
28.7,177.7,90.8
20.4,179.1,65.5
23.0,176.6,71.8
21.7,173.1,65.3
17.7,185.9,61.2
17.9,172.3,53.2
25.6,157.1,63.3
24.5,175.2,75.3
22.1,171.6,65.3
22.4,180.7,73.3
21.4,169.8,61.8
18.7,183.7,63.2
21.1,175.2,64.9
23.0,181.5,76.0
21.9,178.0,69.5
29.2,175.6,90.2
35.4,180.8,115.8
24.9,166.2,68.8
21.1,176.4,65.8
27.8,180.9,91.1
22.1,174.9,67.8
25.9,167.8,73.2
29.6,168.0,83.7
23.1,178.8,74.1
22.8,176.1,70.8
17.6,171.5,51.8
24.5,170.2,71.0
28.2,180.7,92.3
22.8,176.7,71.4
22.8,176.0,70.7
20.5,178.2,65.2
18.9,171.9,55.9
28.2,162.2,74.2
25.3,168.7,72.1
21.2,166.7,59.1
23.2,165.5,63.6
23.5,177.8,74.4
45.6,183.5,153.7
28.8,187.8,101.9
22.8,177.7,72.1
30.8,186.3,107.2
28.8,186.7,100.7
20.6,182.4,68.7
25.4,178.2,80.8
17.8,168.9,50.8
18.0,168.3,51.2
33.1,170.7,96.6
24.6,174.2,74.9
28.2,188.4,100.3
22.3,171.5,65.6
21.2,177.9,67.3
28.9,171.4,85.1
27.4,169.7,79.0
22.6,172.9,67.7
17.8,174.1,54.2
20.6,171.4,60.8
23.4,173.3,70.4
20.7,166.6,57.5
32.6,181.5,107.7
19.0,169.0,54.5
35.5,181.0,116.6
20.9,184.3,71.0
18.3,168.4,52.0
25.6,185.8,88.6
21.0,169.1,60.3
23.4,161.6,61.2
21.3,176.0,66.1
33.4,180.7,109.1
41.1,166.5,114.0
18.4,172.6,55.0
18.4,168.1,52.2
19.7,179.6,63.6
22.5,170.3,65.4
22.5,174.1,68.4
24.1,171.8,71.4
20.5,174.5,62.7
19.9,168.9,56.8
21.5,168.9,61.4
26.9,182.8,90.2
21.7,159.3,55.1
22.2,175.2,68.2
25.1,172.9,75.2
37.5,181.1,123.1
27.7,182.1,91.9
24.9,174.6,76.1
23.9,173.4,71.9
21.4,171.6,63.1
24.9,179.2,80.0
26.0,171.7,76.7
20.5,170.4,59.7
25.9,173.8,78.5
18.9,169.3,54.2
17.9,170.3,52.0
29.4,182.5,98.1
28.5,173.2,85.5
21.8,173.3,65.6
20.2,171.9,59.9
24.0,173.1,72.2
23.2,171.4,68.2
28.5,184.7,97.4
19.8,170.1,57.3
18.8,178.7,60.2
22.1,170.7,64.6
25.7,171.6,75.9
25.1,177.9,79.7
22.4,177.1,70.5
24.7,180.7,80.8
24.1,169.0,69.1
20.7,184.7,70.9
21.9,177.2,69.0
17.0,168.9,48.5
26.5,171.4,78.0
20.6,173.2,61.9
28.0,179.9,90.9
21.9,180.1,71.1
30.2,168.4,85.8
21.7,171.0,63.5
23.3,174.7,71.3
19.8,162.9,52.7
17.7,174.0,53.6
28.8,173.7,87.0
26.6,177.8,84.4
26.9,176.9,84.2
24.3,176.1,75.6
18.7,177.5,59.0
27.6,170.0,80.0
28.7,175.2,88.1
25.2,173.8,76.4
19.2,169.4,55.2
27.4,175.7,84.8
37.6,180.2,122.2
23.7,170.4,68.9
22.4,171.2,65.8
18.5,173.7,56.1
23.6,166.4,65.4
24.6,179.1,79.0
24.4,169.8,70.5
26.1,170.4,75.9
36.7,172.5,109.3
30.1,177.5,94.9
25.7,181.1,84.6
18.9,174.6,57.9
21.3,174.7,65.3
22.7,169.2,65.0
20.6,176.4,64.2
19.0,181.7,62.8
18.1,180.3,59.1
20.4,172.8,61.2
32.1,175.4,99.0
18.6,184.3,63.4
30.8,169.7,88.8
19.0,167.2,53.2
22.2,172.7,66.3
30.2,179.9,97.9
19.7,171.1,57.7
20.9,174.6,63.8
24.3,171.9,72.0
22.0,185.4,75.7
22.3,176.6,69.6
16.7,172.6,49.9
15.7,179.5,50.6
22.2,177.9,70.5
20.8,164.9,56.8
30.8,177.5,97.2
24.9,177.5,78.7
22.9,173.0,68.6
16.8,165.9,46.3
22.2,174.9,68.2
18.4,179.9,59.7
20.5,173.4,61.9
23.5,172.0,69.8
23.2,175.9,71.8
28.1,173.0,84.3
21.3,166.8,59.4
17.5,181.2,57.7
29.3,179.2,94.2
23.1,187.6,81.4
22.4,169.7,64.6
17.2,173.2,51.7
22.7,173.4,68.5
18.8,176.0,58.5
22.6,175.1,69.5
22.3,170.7,65.1
18.1,182.7,60.7
22.5,172.4,67.0
20.9,170.4,60.8
39.9,181.3,131.2
23.8,171.2,70.0
20.2,173.7,61.1
25.8,181.0,84.6
21.9,175.7,67.7
26.9,172.8,80.4
25.7,178.4,81.9
20.3,174.3,61.8
21.0,170.1,60.9
24.1,167.8,68.0
35.2,165.6,96.8
23.3,177.5,73.6
20.7,180.3,67.6
20.0,177.1,62.9
24.1,169.6,69.5
38.1,186.0,132.1
22.3,184.1,75.7
35.0,177.6,110.7
21.0,173.0,63.1
19.3,176.7,60.4
24.7,180.9,80.9
22.6,175.8,70.0
25.1,173.6,75.8
29.1,170.0,84.3
19.8,173.2,59.5
29.1,166.1,80.4
30.1,173.4,90.8
22.9,174.4,69.8
17.1,169.7,49.4
21.3,166.2,59.1
21.5,173.1,64.5
27.2,172.9,81.5
24.1,171.6,71.0
37.8,177.6,119.5
25.7,172.6,76.7
20.9,177.2,65.9
16.7,177.5,52.9
18.8,178.1,59.8
17.6,172.7,52.7
29.1,177.9,92.3
28.1,171.5,82.8
19.8,179.2,63.6
37.4,175.3,115.1
23.1,182.3,77.1
23.7,178.2,75.4
16.3,180.1,53.1
18.7,169.1,53.7
19.6,174.3,59.7
27.1,176.9,85.1
19.0,173.4,57.3
18.7,175.2,57.7
20.9,176.9,65.7
23.4,169.1,67.0
22.5,170.4,65.6
20.1,162.1,53.0
22.6,170.7,65.9
21.5,177.3,67.8
21.7,169.2,62.3
24.0,170.4,69.7
23.7,168.5,67.3
29.1,178.8,93.3
30.5,175.3,93.9
18.8,178.3,59.9
23.0,169.4,66.1
20.1,171.9,59.6
25.8,172.3,76.7
17.9,169.2,51.4
19.1,178.9,61.4
18.8,171.0,55.2
26.1,174.6,79.7
25.6,180.9,84.1
22.7,173.3,68.2
20.2,182.1,67.2
21.5,169.8,62.0
23.5,180.2,76.4
18.9,176.8,59.3
21.4,176.0,66.5
18.3,179.4,58.9
41.4,173.9,125.4
19.8,180.5,64.7
18.5,172.5,55.1
23.1,174.1,70.1
20.2,178.2,64.3
24.5,170.5,71.3
22.6,180.0,73.4
25.8,171.9,76.4
16.4,170.3,47.6
23.0,181.7,76.0
18.2,178.8,58.4
28.7,171.6,84.7
29.1,165.0,79.3
23.4,176.6,73.2
18.3,176.0,56.9
25.3,178.4,80.8
21.1,178.2,67.2
25.8,173.0,77.4
20.7,175.2,63.7
27.2,170.2,78.8
21.3,187.5,75.2
39.3,167.5,110.5
21.7,179.4,70.0
24.4,178.4,77.8
23.7,179.5,76.5
26.9,175.9,83.5
19.6,174.1,59.7
21.5,176.2,66.9
19.9,172.1,59.2
16.4,183.7,55.4
15.6,163.1,41.5
33.8,172.3,100.5
20.5,176.1,63.6
20.8,177.4,65.7
21.1,171.6,62.2
32.2,167.9,91.0
19.5,174.5,59.4
40.7,178.9,130.3
23.2,178.3,73.9
25.2,182.6,84.2
27.3,168.4,77.5
20.0,183.0,67.2
23.2,170.4,67.6
25.1,176.5,78.3
20.6,180.1,67.0
22.3,169.3,64.1
17.7,168.7,50.6
19.8,176.0,61.5
20.3,173.7,61.3
22.0,175.6,68.1
24.6,168.8,70.3
26.1,183.7,88.4
24.9,166.8,69.3
19.3,176.5,60.4
23.2,180.5,75.6
18.9,173.1,56.9
25.7,182.7,86.0
16.6,180.9,54.6
21.3,183.5,71.8
18.6,174.3,56.6
20.0,176.9,62.7
20.0,181.2,65.8
23.8,180.0,77.3
31.4,179.5,101.3
21.9,178.9,70.1
26.0,156.7,63.9
16.9,179.4,54.6
21.0,177.2,66.2
21.9,166.4,60.8
23.8,188.2,84.5
21.1,180.2,68.6
25.1,170.5,73.2
17.9,169.8,51.8
24.8,171.2,72.7
24.8,177.1,77.8
20.9,173.5,63.1
22.7,174.5,69.3
26.9,187.6,94.7
23.0,181.8,76.1
24.9,174.2,75.6
30.1,171.1,88.4
24.5,177.4,77.2
20.6,171.3,60.5
21.8,165.8,60.2
23.5,174.4,71.5
21.5,178.6,68.6
18.0,176.9,56.6
19.9,171.8,58.8
18.7,177.4,59.0
28.6,172.4,85.1
29.2,173.8,88.5
31.0,176.0,96.3
19.7,170.1,57.1
17.6,165.2,48.1
22.2,182.4,74.1
19.0,170.4,55.3
20.0,169.0,57.4
21.0,171.5,61.9
18.3,173.2,55.0
28.6,169.0,81.9
21.9,173.9,66.3
24.0,175.1,73.6
24.2,177.1,76.1
25.5,175.7,78.8
18.1,178.9,58.1
21.2,169.2,60.9
32.1,169.3,92.1
22.8,170.5,66.4
22.9,166.0,63.2
21.8,178.5,69.5
15.6,176.3,48.7
19.6,184.2,66.7
14.6,174.5,44.7
34.1,170.6,99.3
19.4,169.5,55.9
21.3,177.0,66.8
17.8,167.0,49.8
29.1,172.7,86.8
20.1,167.7,56.6
17.5,172.3,52.2
19.9,182.1,66.0
19.6,170.3,56.9
30.6,177.8,96.8
16.0,166.2,44.2
22.0,184.0,74.8
22.8,160.7,59.1
32.3,187.7,113.8
18.1,169.0,51.7
22.5,175.6,69.4
19.9,186.6,69.5
28.5,170.8,83.2
20.1,187.8,71.1
24.3,175.3,74.8
32.8,182.2,109.1
20.1,174.8,61.5
24.0,178.4,76.5
17.0,179.5,54.8
24.8,183.1,83.4
25.3,171.3,74.4
20.7,174.8,63.4
18.1,173.7,54.9
21.6,181.0,70.8
27.5,175.1,84.4
25.0,174.1,76.0
22.5,177.8,71.4
24.6,181.0,80.8
20.5,176.0,63.6
19.9,177.6,63.0
24.5,170.4,71.3
28.1,169.7,81.1
16.2,172.8,48.5
19.4,166.6,54.1
22.4,174.6,68.5
28.0,187.6,98.6
25.7,180.3,83.8
28.2,161.1,73.4
34.5,182.8,115.5
33.4,175.0,102.3
24.9,172.3,74.1
17.2,178.3,54.8
23.2,165.5,63.7
20.7,172.6,61.8
20.3,175.6,62.9
26.0,169.2,74.6
22.4,174.1,67.9
26.7,179.2,85.8
31.3,181.9,103.6
19.6,176.3,61.0
24.2,169.2,69.3
21.5,179.3,69.4
23.5,169.8,67.9
20.4,177.4,64.5
30.6,159.3,77.9
24.7,184.2,83.9
16.6,170.8,48.7
21.7,182.4,72.2
23.3,173.5,70.4
24.7,172.0,73.3
28.4,168.9,81.1
21.5,172.6,64.3
22.9,170.5,66.8
24.0,174.3,73.0
16.7,177.9,53.1
23.5,171.2,69.0
25.7,175.0,79.0
29.0,178.1,92.1
32.3,174.0,97.9
23.5,181.6,77.8
22.6,169.5,65.0
21.6,166.6,60.0
31.3,175.7,96.9
21.5,175.8,66.6
29.8,170.2,86.4
27.2,172.9,81.6
21.5,161.2,55.9
28.2,177.3,88.7
20.2,181.8,66.8
20.8,171.9,61.6
19.5,175.0,59.9
18.0,177.2,56.8
20.8,182.0,68.9
19.5,174.7,59.8
19.6,169.7,56.5
23.7,171.8,70.0
19.9,171.9,58.9
22.0,174.9,67.6
20.5,180.5,66.8
18.2,185.7,63.1
20.4,180.4,66.4
23.1,176.5,72.1
18.5,180.0,60.2
24.0,175.6,74.1
22.3,177.3,70.2
18.7,165.8,51.6
20.2,184.1,68.8
23.2,166.7,64.6
29.3,175.4,90.4
21.5,175.2,66.2
17.5,174.5,53.3
22.8,172.8,68.2
33.5,174.0,101.6
15.0,169.3,43.1
22.7,168.9,64.9
25.3,175.5,78.1
24.6,169.7,71.0
23.8,184.3,81.0
32.5,179.0,104.4
21.2,174.3,64.7
21.2,171.1,62.1
19.9,160.0,51.0
27.5,176.0,85.2
19.5,168.4,55.4
33.1,171.1,97.0
23.7,177.4,74.9
20.0,175.8,62.0
20.9,184.9,71.5
26.2,178.3,83.6
20.9,166.8,58.3
20.9,170.5,60.9
22.0,166.6,61.3
27.1,169.7,78.1
25.7,181.0,84.5
16.8,163.9,45.2
29.5,167.0,82.3
23.6,172.9,70.6
22.6,174.7,69.0
23.4,172.2,69.4
28.8,175.0,88.3
26.0,177.3,81.9
24.8,180.2,80.7
17.8,182.0,59.2
21.5,174.5,65.6
17.5,168.4,49.9
17.6,167.2,49.3
22.8,176.1,71.0
21.8,181.1,71.8
18.5,176.7,57.8
30.1,169.1,86.2
24.8,169.1,71.1
26.0,175.8,80.4
19.3,177.9,61.1
29.8,174.9,91.2
25.2,168.9,72.1
20.2,170.7,58.9
19.2,178.5,61.2
18.9,171.4,55.8
34.7,171.4,102.1
23.5,168.7,67.0
21.7,171.4,63.9
25.8,170.4,75.2
29.2,180.1,95.0
21.6,169.0,61.9
28.5,175.9,88.3
23.3,169.9,67.4
22.5,172.8,67.2
25.6,174.5,78.1
26.9,171.2,78.9
18.4,162.0,48.4
22.5,174.0,68.4
22.7,177.0,71.4
22.3,170.2,64.7
26.1,181.7,86.2
22.3,182.2,74.3
21.8,170.1,63.3
23.2,168.7,66.2
23.1,178.6,73.7
18.6,174.4,56.6
19.2,173.4,57.9
23.9,172.6,71.3
31.2,173.2,93.6
27.3,170.9,79.9
22.7,176.9,71.3
21.8,176.9,68.4
16.3,172.0,48.3
15.6,176.6,48.7
22.4,174.2,68.0
22.5,173.3,67.8
18.4,168.0,52.0
15.9,173.5,48.0
23.0,175.0,70.6
23.8,182.4,79.3
22.1,168.5,63.0
26.0,173.5,78.4
31.2,173.2,93.8
23.4,175.5,72.2
23.1,185.8,79.8
25.7,181.7,85.0
19.9,167.6,55.9
32.8,176.2,102.0
20.4,163.5,54.7
19.3,175.4,59.5
34.8,166.6,96.7
16.8,176.8,52.6
23.4,169.8,67.7
21.9,174.3,66.8
26.9,180.8,88.2
26.7,180.8,87.5
20.5,176.8,64.2
20.1,169.5,57.8
24.7,170.2,71.8
18.7,172.3,55.8
19.6,170.1,57.0
29.5,169.4,84.8
18.0,173.2,54.0
19.8,176.1,61.6
17.7,167.9,50.0
24.7,177.2,77.6
17.5,177.8,55.6
22.8,177.9,72.4
22.6,182.5,75.6
33.7,172.9,100.9
29.8,169.2,85.5
25.1,171.3,73.8
15.7,170.0,45.5
18.6,167.7,52.4
28.8,170.0,83.4
26.7,177.5,84.2
19.5,175.5,60.3
18.0,178.1,57.4
25.1,166.7,69.9
16.0,171.2,46.9
21.5,174.0,65.1
26.9,167.6,75.6
23.7,180.0,77.1
18.8,175.4,58.0
24.7,171.4,72.6
21.7,177.2,68.2
22.4,170.7,65.4
18.8,172.9,56.5
21.3,170.3,61.8
22.5,178.5,71.7
21.0,174.0,63.6
21.6,173.7,65.4
23.3,183.3,78.6
24.7,174.5,75.3
19.0,169.6,54.8
25.3,169.0,72.3
24.0,172.4,71.4
19.7,176.0,61.2
19.3,176.6,60.3
32.5,173.5,98.0
29.3,185.4,100.9
29.1,170.8,85.0
28.9,176.2,89.8
21.9,175.0,67.1
17.4,171.0,51.1
17.4,172.2,51.8
24.1,172.7,72.0
24.8,175.1,76.2
25.4,163.8,68.4
19.8,175.7,61.2
19.3,179.5,62.4
22.1,186.6,77.1
21.5,184.0,73.0
39.4,173.2,118.2
20.3,173.2,61.0
24.2,175.1,74.4
22.4,179.6,72.4
19.9,172.3,59.1
21.1,166.9,58.9
19.0,170.7,55.6
34.6,181.5,114.2
18.1,173.2,54.4
15.4,174.6,47.1
26.0,178.5,83.0
18.3,176.4,57.0
19.4,176.4,60.6
19.8,169.5,56.9
22.6,170.7,66.0
17.9,181.2,58.8
20.3,179.0,65.2
24.3,175.1,74.8
18.1,172.3,53.8
24.3,173.5,73.3
19.0,181.8,63.1
22.1,183.4,74.6
23.3,175.3,71.8
28.1,182.0,93.4
20.3,172.3,60.5
26.4,174.8,80.9
18.5,173.1,55.7
19.0,182.2,63.2
21.3,169.7,61.6
23.9,181.4,78.7
22.2,184.9,76.1
19.7,171.4,57.9
23.6,174.5,72.0
23.3,168.4,66.2
23.3,170.1,67.6
26.8,178.7,85.7
27.6,170.1,80.0
17.5,174.9,53.7
26.7,176.8,83.5
28.4,171.7,83.8
26.2,162.6,69.5
29.7,181.3,97.8
23.0,173.0,69.1
20.0,178.3,63.6
22.7,189.1,81.4
26.5,174.7,81.0
24.5,168.4,69.5
28.8,172.7,86.1
21.8,170.2,63.3
21.4,178.0,67.9
28.3,177.3,89.0
20.9,168.4,59.4
17.2,173.2,51.8
26.8,168.7,76.5
21.6,173.5,65.3
20.8,177.7,65.9
19.3,166.1,53.3
20.9,181.9,69.2
18.1,176.4,56.6
20.6,168.2,58.3
25.7,174.8,78.7
17.6,178.0,55.8
22.0,183.3,74.0
17.6,159.3,44.9
16.2,171.9,48.1
20.6,169.8,59.5
23.3,173.6,70.3
19.4,182.0,64.4
26.3,178.8,84.1
31.7,174.3,96.5
24.4,175.0,75.0
24.4,189.7,88.0
24.6,174.0,74.6
18.2,180.1,59.2
17.0,172.1,50.5
26.4,169.2,75.8
20.0,176.4,62.4
26.4,176.9,82.9
20.2,179.0,64.9
25.0,172.9,74.9
28.0,165.1,76.4
20.5,168.7,58.5
32.2,177.8,101.8
29.2,167.5,82.2
20.0,164.8,54.5
24.3,177.8,76.9
22.2,177.9,70.4
21.3,173.0,64.0
25.4,168.9,72.7
33.4,173.9,101.2
23.6,172.9,70.8
22.4,167.5,63.0
20.6,171.2,60.6
22.4,170.8,65.5
21.6,173.2,65.0
25.0,178.5,79.8
22.7,173.2,68.1
21.4,179.5,69.2
40.5,188.0,143.2
23.3,166.9,65.1
26.2,168.5,74.5
19.6,172.5,58.5
24.1,177.1,75.7
17.1,172.5,50.9
22.8,183.7,77.0
32.4,170.7,94.7
19.8,178.3,63.0
31.6,179.2,101.6
25.7,171.3,75.6
21.1,168.6,60.2
18.7,171.7,55.2
24.8,174.7,75.9
23.4,180.0,76.0
27.0,171.8,79.8
28.0,170.5,81.6
35.7,182.3,118.8
19.0,171.9,56.4
18.6,173.6,56.3
24.9,171.0,73.1
40.8,173.9,123.5
17.6,178.7,56.5
17.0,186.8,59.5
19.3,171.9,57.1
26.6,175.9,82.5
19.1,177.9,60.7
19.4,181.4,63.9
26.0,169.7,74.9
21.8,172.4,64.9
20.2,174.7,61.9
17.3,177.0,54.4
14.3,171.6,42.2
25.2,168.8,72.0
25.0,171.2,73.3
28.9,168.7,82.3
26.4,175.5,81.4
24.2,166.2,67.0
19.9,171.1,58.5
21.7,174.6,66.4
20.2,176.9,63.3
24.1,175.3,74.2
21.4,169.0,61.2
25.3,173.4,76.1
16.0,176.8,50.1
38.3,178.0,121.4
22.3,166.0,61.6
23.6,178.6,75.5
26.7,175.4,82.4
23.9,170.5,69.5
21.5,168.4,61.2
21.5,173.3,64.7
17.3,173.3,52.1
32.5,175.1,99.8
34.7,168.7,98.9
22.8,164.9,62.0
20.2,176.3,62.8
26.2,174.3,79.8
24.1,184.6,82.3
23.9,178.2,76.2
17.5,161.9,46.0
28.7,181.2,94.4
23.0,178.1,73.1
22.9,170.2,66.5
20.4,174.1,62.1
24.4,183.7,82.5
21.4,168.5,61.0
30.2,183.4,101.8
18.6,173.1,55.9
22.8,173.5,68.9
18.1,170.9,53.0
22.0,172.4,65.6
25.0,175.9,77.6
22.8,176.8,71.5
28.7,178.2,91.3
25.6,181.8,84.8
24.4,180.0,79.1
24.0,185.6,82.7
18.6,175.4,57.3
30.8,181.8,102.0
19.6,175.4,60.4
22.9,172.6,68.4
24.0,175.3,73.8
20.7,179.7,67.0
18.0,175.3,55.5
18.6,172.8,55.8
53.4,176.8,167.1
19.0,181.2,62.7
27.4,177.9,86.9
18.5,174.9,56.8
22.7,183.9,76.8
43.0,189.7,155.1
24.6,176.9,77.0
22.1,183.5,74.6
15.4,177.7,48.7
27.7,168.4,78.6
22.1,175.8,68.4
26.1,160.9,67.6
23.8,187.5,83.7
20.3,178.7,65.1
17.8,168.2,50.4
19.5,175.9,60.6
30.2,174.3,91.9
25.0,175.5,77.3
22.2,174.0,67.5
19.1,175.6,59.0
36.4,165.2,99.4
18.4,178.9,59.0
28.6,177.3,90.2
22.2,182.8,74.3
23.7,171.8,70.0
19.0,182.2,63.4
20.9,184.1,70.9
15.2,176.6,47.6
22.3,179.3,72.0
22.5,177.2,70.9
24.2,182.7,81.0
19.6,175.7,60.7
21.8,174.4,66.5
17.9,173.8,54.2
25.9,176.7,81.0
22.6,170.3,65.7
22.2,168.3,62.9
28.4,183.1,95.5
41.8,172.4,124.4
22.3,184.2,76.0
16.0,173.1,48.0
29.4,173.1,88.1
22.6,169.8,65.3
28.9,175.5,89.1
23.5,171.7,69.5
19.4,178.1,61.7
26.0,173.7,78.6
20.6,172.1,61.2
26.6,174.4,81.2
21.2,169.7,61.1
21.9,175.5,67.5
19.3,177.9,61.2
25.5,178.3,81.3
18.4,174.4,56.2
32.5,177.0,101.9
17.2,174.9,52.9
24.6,176.0,76.5
40.7,172.2,120.7
18.3,177.4,57.6
22.0,172.2,65.3
30.9,187.1,108.2
26.8,163.4,71.6
20.1,174.9,61.6
27.3,173.1,82.1
23.3,172.7,69.7
30.2,175.9,93.7
22.9,178.0,72.7
17.7,171.3,52.2
37.1,186.6,129.5
20.4,177.3,64.2
23.3,171.3,68.4
30.9,175.9,95.9
30.5,181.2,100.3
28.4,175.2,87.3
24.0,178.5,76.7
18.7,169.2,53.7
30.1,172.2,89.4
22.7,174.2,69.1
30.6,177.6,96.8
24.2,173.2,72.7
17.9,180.5,58.6
30.3,172.9,90.7
25.2,179.4,81.2
20.1,185.0,68.8
31.7,178.7,101.5
24.3,179.7,78.7
22.5,177.8,71.2
18.9,169.7,54.5
19.3,175.8,59.8
29.7,183.4,100.2
22.4,173.5,67.5
22.3,176.0,69.1
27.9,169.3,80.0
25.0,180.9,81.9
27.8,179.9,90.0
21.3,172.3,63.3
25.3,179.6,81.7
28.7,171.4,84.6
27.7,180.5,90.3
23.6,165.0,64.4
35.7,175.3,109.8
21.4,168.8,61.1
22.5,172.9,67.5
23.1,168.3,65.7
23.1,172.8,69.2
36.6,167.5,102.8
26.1,179.0,83.7
21.2,178.8,67.9
27.5,182.9,92.1
25.2,176.4,78.6
29.8,178.4,95.1
19.7,168.4,56.0
18.2,176.9,57.1
21.0,172.8,62.9
21.7,162.0,57.0
31.6,175.0,97.0
27.2,174.5,83.1
29.5,173.2,88.5
28.9,170.0,83.6
22.7,181.2,74.7
19.9,167.3,55.9
22.4,178.0,71.1
38.2,174.7,116.6
23.9,171.4,70.3
14.8,172.5,44.3
21.2,177.2,66.6
